#               DENSITY,             VELOCITY-X,             VELOCITY-Y,               PRESSURE,            TEMPERATURE,              VISCOSITY
 1.0070413927316439e+00  6.8907693427034738e-03  2.0026501032572786e-05  1.0272360522179207e+00  1.0200534552323595e+00  0.0000000000000000e+00
 1.0022200083957509e+00  8.0350950011794375e-02  1.1380888225060934e-02  1.0214200085403109e+00  1.0191574703994322e+00  0.0000000000000000e+00
 1.0028857333827819e+00  1.5666046977845785e-01  2.1965059157202840e-02  1.0194889824684357e+00  1.0165554744005088e+00  0.0000000000000000e+00
 1.0022332581173135e+00  2.0932461251587453e-01  2.9143274962392978e-02  1.0160383103548893e+00  1.0137742906910800e+00  0.0000000000000000e+00
 1.0023704313215520e+00  2.4326963682250341e-01  3.3599952055386594e-02  1.0139545236298180e+00  1.0115566979494732e+00  0.0000000000000000e+00
 1.0021662123299842e+00  2.6699058623565702e-01  3.6541251715474329e-02  1.0120002859391966e+00  1.0098128169641132e+00  0.0000000000000000e+00
 1.0019546364550727e+00  2.8553237922716523e-01  3.8675867961671002e-02  1.0103083457664894e+00  1.0083374127006115e+00  0.0000000000000000e+00
 1.0016557722336523e+00  3.0087615470199436e-01  4.0278519749749282e-02  1.0087105925430542e+00  1.0070431584432147e+00  0.0000000000000000e+00
 1.0012951812121347e+00  3.1383298365141726e-01  4.1460022216871610e-02  1.0072005623745421e+00  1.0058977425171054e+00  0.0000000000000000e+00
 1.0008494155634715e+00  3.2490325790072166e-01  4.2287459997242365e-02  1.0057379379068494e+00  1.0048843734805259e+00  0.0000000000000000e+00
 1.0003345618624495e+00  3.3451055954629139e-01  4.2816417819746051e-02  1.0043139255664515e+00  1.0039780328059378e+00  0.0000000000000000e+00
 9.9975600664398523e-01  3.4300133243880931e-01  4.3091113542653610e-02  1.0029136949026034e+00  1.0031584589016056e+00  0.0000000000000000e+00
 9.9912458444496288e-01  3.5061223303113159e-01  4.3140627322451108e-02  1.0015296321890892e+00  1.0024071550050613e+00  0.0000000000000000e+00
 9.9844443437369712e-01  3.5754680290196794e-01  4.2988735719774879e-02  1.0001537076500293e+00  1.0017119363056040e+00  0.0000000000000000e+00
 9.9772169739502525e-01  3.6392807370504837e-01  4.2647974828296749e-02  9.9878003524997860e-01  1.0010607545748647e+00  0.0000000000000000e+00
 9.9695741179455055e-01  3.6989469761916177e-01  4.2130679528300526e-02  9.9740125357537668e-01  1.0004451963299288e+00  0.0000000000000000e+00
 9.9615483960053930e-01  3.7551395576133328e-01  4.1437810261097469e-02  9.9601128561317887e-01  9.9985589189385693e-01  0.0000000000000000e+00
 9.9531070939718957e-01  3.8089727137569956e-01  4.0570891922308554e-02  9.9460214952720272e-01  9.9928810183262695e-01  0.0000000000000000e+00
 9.9442552115865701e-01  3.8608210758030376e-01  3.9517376817453133e-02  9.9316641997347022e-01  9.9873384063623027e-01  0.0000000000000000e+00
 9.9349439850357535e-01  3.9116500004226135e-01  3.8263517587252063e-02  9.9169548716235023e-01  9.9818930902485759e-01  0.0000000000000000e+00
 9.9251760598408001e-01  3.9614742599779179e-01  3.6777386808996816e-02  9.9018290962319133e-01  9.9764770282480408e-01  0.0000000000000000e+00
 9.9149009733077631e-01  4.0111701361902180e-01  3.5026410949638924e-02  9.8862151527519526e-01  9.9710679706907468e-01  0.0000000000000000e+00
 9.9041515989776141e-01  4.0603700535161225e-01  3.2958185501674044e-02  9.8701008673225166e-01  9.9656197390409385e-01  0.0000000000000000e+00
 9.8929229804698626e-01  4.1098363149325956e-01  3.0523357671949324e-02  9.8534857380125973e-01  9.9601359046915472e-01  0.0000000000000000e+00
 9.8813153291960909e-01  4.1587703783415836e-01  2.7656318195744743e-02  9.8364534276607940e-01  9.9545992612919232e-01  0.0000000000000000e+00
 9.8693805260216294e-01  4.2079170087347623e-01  2.4302539400240311e-02  9.8191037038010209e-01  9.9490577730911822e-01  0.0000000000000000e+00
 9.8572936036431669e-01  4.2559131485837232e-01  2.0398027888773262e-02  9.8016303920054804e-01  9.9435309387384874e-01  0.0000000000000000e+00
 9.8451865110680103e-01  4.3031595074004209e-01  1.5897471124140521e-02  9.7842445728943339e-01  9.9380997626554224e-01  0.0000000000000000e+00
 9.8333024391481660e-01  4.3476920116119327e-01  1.0757122496558432e-02  9.7672324897479856e-01  9.9328100098526995e-01  0.0000000000000000e+00
 9.8218107666502108e-01  4.3900005401005759e-01  4.9561760386820208e-03  9.7508646965263213e-01  9.9277668122411966e-01  0.0000000000000000e+00
 9.8109846464019368e-01  4.4276109482321135e-01 -1.5179482437463092e-03  9.7354711069150868e-01  9.9230316403414798e-01  0.0000000000000000e+00
 9.8009814489911196e-01  4.4610846382876584e-01 -8.6610356826036239e-03  9.7213117405843008e-01  9.9187125199435844e-01  0.0000000000000000e+00
 9.7920426557069540e-01  4.4881238406457841e-01 -1.6457487975083628e-02  9.7086620080957176e-01  9.9148485657763763e-01  0.0000000000000000e+00
 9.7843047422178397e-01  4.5106915640858919e-01 -2.4899119815233198e-02  9.6977258531425659e-01  9.9115124770166896e-01  0.0000000000000000e+00
 9.7779318778327495e-01  4.5261812214918773e-01 -3.3962948235045989e-02  9.6886885554729030e-01  9.9087298587524786e-01  0.0000000000000000e+00
 9.7729953680830361e-01  4.5352531512506894e-01 -4.3646092229876837e-02  9.6816876541250807e-01  9.9065714138613536e-01  0.0000000000000000e+00
 9.7696327206961753e-01  4.5350952557714380e-01 -5.3923164239938086e-02  9.6768804124291863e-01  9.9050605985724549e-01  0.0000000000000000e+00
 9.7679016108508698e-01  4.5275115523924980e-01 -6.4825205510653947e-02  9.6743698351596363e-01  9.9042457843890142e-01  0.0000000000000000e+00
 9.7679432594838556e-01  4.5090417767953089e-01 -7.6330266165821933e-02  9.6743397902180661e-01  9.9041727958698922e-01  0.0000000000000000e+00
 9.7698959147690001e-01  4.4804807246957185e-01 -8.8483911681283084e-02  9.6769989231354503e-01  9.9049150651716611e-01  0.0000000000000000e+00
 9.7739542732087359e-01  4.4385420848210572e-01 -1.0126818031506926e-01  9.6826437087131534e-01  9.9065776635093639e-01  0.0000000000000000e+00
 9.7804366921625607e-01  4.3842987704863245e-01 -1.1475914277662076e-01  9.6916375534500110e-01  9.9092073886806042e-01  0.0000000000000000e+00
 9.7896844053565846e-01  4.3128409386691663e-01 -1.2888891026274957e-01  9.7045244562734922e-01  9.9130105266350621e-01  0.0000000000000000e+00
 9.8021769564230898e-01  4.2229404041425456e-01 -1.4365777614131867e-01  9.7219473656712574e-01  9.9181512524120896e-01  0.0000000000000000e+00
 9.8184931047333646e-01  4.1092192842455538e-01 -1.5889344571855354e-01  9.7447455280245288e-01  9.9248891088253843e-01  0.0000000000000000e+00
 9.8393631597296649e-01  3.9699344099002287e-01 -1.7447541974432482e-01  9.7738489788400895e-01  9.9334162386060643e-01  0.0000000000000000e+00
 9.8655316690907424e-01  3.7989049509764461e-01 -1.8999272711916881e-01  9.8103884920052986e-01  9.9441052150709641e-01  0.0000000000000000e+00
 9.8977909929325647e-01  3.5931139738944923e-01 -2.0498193518235475e-01  9.8554306645265899e-01  9.9572022399379634e-01  0.0000000000000000e+00
 9.9368312785342006e-01  3.3490228128305932e-01 -2.1870996478068430e-01  9.9099517115997027e-01  9.9729495588874872e-01  0.0000000000000000e+00
 9.9830448295666097e-01  3.0652859565415219e-01 -2.3022940623236446e-01  9.9744258902471750e-01  9.9913664223024357e-01  0.0000000000000000e+00
 1.0036074656545180e+00  2.7438369006883717e-01 -2.3838387353774024e-01  1.0048548632364085e+00  1.0012429138129988e+00  0.0000000000000000e+00
 1.0094784932816849e+00  2.3917667689918365e-01 -2.4200236016450138e-01  1.0130752369732776e+00  1.0035629720846260e+00  0.0000000000000000e+00
 1.0157010796495143e+00  2.0216101557084573e-01 -2.4009745920885259e-01  1.0218169562604686e+00  1.0060213351481964e+00  0.0000000000000000e+00
 1.0219839372701296e+00  1.6503562577033257e-01 -2.3212150298808254e-01  1.0306654940258280e+00  1.0084948074417768e+00  0.0000000000000000e+00
 1.0279878476581907e+00  1.2976411632197532e-01 -2.1831534582134618e-01  1.0391563462337197e+00  1.0108644266573497e+00  0.0000000000000000e+00
 1.0334067023242495e+00  9.8051699747349841e-02 -1.9957879053458041e-01  1.0468546660377038e+00  1.0130132344634581e+00  0.0000000000000000e+00
 1.0380409613864430e+00  7.1093295468515394e-02 -1.7739605246687115e-01  1.0534646527211384e+00  1.0148584611864404e+00  0.0000000000000000e+00
