#               DENSITY,             VELOCITY-X,             VELOCITY-Y,               PRESSURE,            TEMPERATURE,              VISCOSITY
 1.0072721764971024e+00  6.4331448199902780e-03  6.0843786773482689e-04  1.0273516622363346e+00  1.0199345184030209e+00  0.0000000000000000e+00
 1.0025787764064227e+00  6.9997328801350331e-02  9.9520709050237924e-03  1.0219815188148427e+00  1.0193528357721338e+00  0.0000000000000000e+00
 1.0030837849958578e+00  1.4017745146715996e-01  1.9655283789137796e-02  1.0204444342230163e+00  1.0173072773050862e+00  0.0000000000000000e+00
 1.0024365595248157e+00  1.9160848275678621e-01  2.6677125194189896e-02  1.0173778215877178e+00  1.0149049452765220e+00  0.0000000000000000e+00
 1.0027555989368837e+00  2.2652339082080608e-01  3.1287327318997873e-02  1.0156339545393069e+00  1.0128429655402342e+00  0.0000000000000000e+00
 1.0028317370019011e+00  2.5161965923058277e-01  3.4437733384788630e-02  1.0140125181671207e+00  1.0111492095360348e+00  0.0000000000000000e+00
 1.0029241776698801e+00  2.7121657067446858e-01  3.6736882845841617e-02  1.0126541104628772e+00  1.0097015636970714e+00  0.0000000000000000e+00
 1.0029368820770570e+00  2.8718956165676229e-01  3.8446341876390594e-02  1.0114026099729401e+00  1.0084409378567782e+00  0.0000000000000000e+00
 1.0028949186786269e+00  3.0042702931941573e-01  3.9689030202356326e-02  1.0102565589804149e+00  1.0073403904683131e+00  0.0000000000000000e+00
 1.0027769255179335e+00  3.1149655957042466e-01  4.0542545896646284e-02  1.0091802605171587e+00  1.0063856026562619e+00  0.0000000000000000e+00
 1.0026028414663972e+00  3.2087153343559177e-01  4.1070669802263086e-02  1.0081685353994521e+00  1.0055512449225803e+00  0.0000000000000000e+00
 1.0023792927753210e+00  3.2891268984232208e-01  4.1321162627364322e-02  1.0072104216921438e+00  1.0048196615309628e+00  0.0000000000000000e+00
 1.0021214835639103e+00  3.3587363323358388e-01  4.1327136820168954e-02  1.0063022360204246e+00  1.0041719018353406e+00  0.0000000000000000e+00
 1.0018351957363334e+00  3.4196971997532555e-01  4.1115859269768934e-02  1.0054398722014479e+00  1.0035980732963421e+00  0.0000000000000000e+00
 1.0015314962088899e+00  3.4733007039787289e-01  4.0702881053291694e-02  1.0046214789043963e+00  1.0030852576351348e+00  0.0000000000000000e+00
 1.0012150586502608e+00  3.5210619024339168e-01  4.0104572540446297e-02  1.0038446380752817e+00  1.0026263882093083e+00  0.0000000000000000e+00
 1.0008943080413555e+00  3.5636205740335875e-01  3.9324404578520628e-02  1.0031079006764438e+00  1.0022116147702151e+00  0.0000000000000000e+00
 1.0005702647606816e+00  3.6022883395437477e-01  3.8369407613229337e-02  1.0024090845996019e+00  1.0018377718224118e+00  0.0000000000000000e+00
 1.0002493992323824e+00  3.6372260566159403e-01  3.7228768233909970e-02  1.0017470132142086e+00  1.0014972405711773e+00  0.0000000000000000e+00
 9.9993260642169579e-01  3.6696046152996170e-01  3.5895836356154218e-02  1.0011201200129063e+00  1.0011875936273948e+00  0.0000000000000000e+00
 9.9962581196014677e-01  3.6988582549327975e-01  3.4339321358749279e-02  1.0005295252289044e+00  1.0009040515540368e+00  0.0000000000000000e+00
 9.9933005436325451e-01  3.7261258223943661e-01  3.2537333265984660e-02  9.9997687903955856e-01  1.0006472583041810e+00  0.0000000000000000e+00
 9.9905410190758737e-01  3.7502262332231723e-01  3.0440731535050732e-02  9.9946942396609006e-01  1.0004157152827959e+00  0.0000000000000000e+00
 9.9880487006599905e-01  3.7723023594400201e-01  2.8016511891401700e-02  9.9901624934638056e-01  1.0002116322083690e+00  0.0000000000000000e+00
 9.9859722027189624e-01  3.7906741692047130e-01  2.5208430165107713e-02  9.9863409773875977e-01  1.0000369292704958e+00  0.0000000000000000e+00
 9.9844463882841794e-01  3.8067432889109237e-01  2.1985574276738234e-02  9.9834184238864976e-01  9.9989704342557384e-01  0.0000000000000000e+00
 9.9836788041497815e-01  3.8179933316574005e-01  1.8299129505783333e-02  9.9816645924260727e-01  9.9979824954676333e-01  0.0000000000000000e+00
 9.9838758077680179e-01  3.8254111709220523e-01  1.4132468559333951e-02  9.9813661589392044e-01  9.9974862980298107e-01  0.0000000000000000e+00
 9.9852866042859956e-01  3.8256182180084713e-01  9.4654036064439461e-03  9.9828624070027672e-01  9.9975722306436499e-01  0.0000000000000000e+00
 9.9881388525073778e-01  3.8199781252460513e-01  4.3126190708480359e-03  9.9864685450719315e-01  9.9983277090355782e-01  0.0000000000000000e+00
 9.9926704251840226e-01  3.8046852460502384e-01 -1.3043879135463472e-03  9.9925251583499874e-01  9.9998546266134558e-01  0.0000000000000000e+00
 9.9990839365916329e-01  3.7809259248500060e-01 -7.3405629037250333e-03  1.0001309156659506e+00  1.0002225423930819e+00  0.0000000000000000e+00
