#               DENSITY,             VELOCITY-X,             VELOCITY-Y,               PRESSURE,            TEMPERATURE,              VISCOSITY
 1.0070291717104514e+00  6.8905584179961617e-03 -3.3551615592316201e-05  1.0272370831325657e+00  1.0200668580313232e+00  0.0000000000000000e+00
 1.0021953850653924e+00  8.1341573458131158e-02  1.1521048977221745e-02  1.0213924122137472e+00  1.0191549746031832e+00  0.0000000000000000e+00
 1.0028724666361799e+00  1.5807888440077747e-01  2.2163735225959210e-02  1.0194282352253417e+00  1.0165083489077062e+00  0.0000000000000000e+00
 1.0022043342439304e+00  2.1071024497640350e-01  2.9336097330975995e-02  1.0159402568335676e+00  1.0137057106223752e+00  0.0000000000000000e+00
 1.0023087803176629e+00  2.4446190467174345e-01  3.3764594220963708e-02  1.0138220494876959e+00  1.0114867487905117e+00  0.0000000000000000e+00
 1.0020736343618852e+00  2.6811327179916583e-01  3.6694871822079499e-02  1.0118329378760684e+00  1.0097391081648388e+00  0.0000000000000000e+00
 1.0018271720821053e+00  2.8659481649951146e-01  3.8819747033469278e-02  1.0101045372390260e+00  1.0082622685704541e+00  0.0000000000000000e+00
 1.0014951383987696e+00  3.0194368439904362e-01  4.0421403242871870e-02  1.0084682111413037e+00  1.0069626625983259e+00  0.0000000000000000e+00
 1.0010970254565448e+00  3.1490135424510085e-01  4.1601151783524096e-02  1.0069171838640889e+00  1.0058137805422906e+00  0.0000000000000000e+00
 1.0006166801551213e+00  3.2602894938160637e-01  4.2433962888985821e-02  1.0054107007184971e+00  1.0047910660080470e+00  0.0000000000000000e+00
 1.0000657032710918e+00  3.3571371393660759e-01  4.2970406757527911e-02  1.0039394644853463e+00  1.0038735067121931e+00  0.0000000000000000e+00
 9.9945040054429812e-01  3.4430710383125668e-01  4.3255149451257004e-02  1.0024882196450380e+00  1.0030394896025714e+00  0.0000000000000000e+00
 9.9877896626245388e-01  3.5203525450458922e-01  4.3315714553168599e-02  1.0010489288768363e+00  1.0022727377037957e+00  0.0000000000000000e+00
 9.9805662972076126e-01  3.5909974652073540e-01  4.3175445236356448e-02  9.9961307991645165e-01  1.0015594808444148e+00  0.0000000000000000e+00
 9.9728752190491432e-01  3.6562865399869371e-01  4.2847255302137649e-02  9.9817419094168236e-01  1.0008890806485522e+00  0.0000000000000000e+00
 9.9647326619992704e-01  3.7174914055794028e-01  4.2341894138135258e-02  9.9672437060015806e-01  1.0002519931128597e+00  0.0000000000000000e+00
 9.9561446156464350e-01  3.7754190481953254e-01  4.1661588699886801e-02  9.9525679844670933e-01  9.9964076142749891e-01  0.0000000000000000e+00
 9.9471030519734371e-01  3.8310382900696843e-01  4.0805916979875970e-02  9.9376281341028616e-01  9.9904746961793123e-01  0.0000000000000000e+00
 9.9375787856205766e-01  3.8848511194118712e-01  3.9763333112828377e-02  9.9223404010147209e-01  9.9846658980677438e-01  0.0000000000000000e+00
 9.9275450128398457e-01  3.9376955674443997e-01  3.8518291400860223e-02  9.9066110643434169e-01  9.9789132676111247e-01  0.0000000000000000e+00
 9.9169631864681640e-01  3.9897411802673599e-01  3.7039807289231889e-02  9.8903617785919273e-01  9.9731758529541259e-01  0.0000000000000000e+00
 9.9058056932653138e-01  4.0417674172704393e-01  3.5293589593606484e-02  9.8735112869671704e-01  9.9673985061910741e-01  0.0000000000000000e+00
 9.8940642561232084e-01  4.0936224289241624e-01  3.3228093854005235e-02  9.8560333049990456e-01  9.9615618514902771e-01  0.0000000000000000e+00
 9.8817551346712362e-01  4.1458902271045694e-01  3.0791125689455467e-02  9.8379149538735211e-01  9.9556352285598582e-01  0.0000000000000000e+00
 9.8689292735294964e-01  4.1980634401849493e-01  2.7917614120437889e-02  9.8192241921769474e-01  9.9496347780241301e-01  0.0000000000000000e+00
 9.8556718716749725e-01  4.2504881020875535e-01  2.4548398530361230e-02  9.8000467111743050e-01  9.9435602552267066e-01  0.0000000000000000e+00
 9.8421086882240338e-01  4.3021583262779811e-01  2.0619671536532994e-02  9.7805617910681941e-01  9.9374657412293388e-01  0.0000000000000000e+00
 9.8283999255733112e-01  4.3532008514798309e-01  1.6082342609989971e-02  9.7609652283796988e-01  9.9313879189855248e-01  0.0000000000000000e+00
 9.8147391034873577e-01  4.4021555985343475e-01  1.0891875304627617e-02  9.7415276494952019e-01  9.9254066224071713e-01  0.0000000000000000e+00
 9.8013271840397898e-01  4.4489908367770248e-01  5.0227716060915178e-03  9.7225115100102577e-01  9.9195867329499310e-01  0.0000000000000000e+00
 9.7883957750612827e-01  4.4922485378669819e-01 -1.5401043608746876e-03  9.7042281691585008e-01  9.9140128700994912e-01  0.0000000000000000e+00
 9.7761260537021732e-01  4.5315976111907075e-01 -8.7979251720422969e-03  9.6869303124573181e-01  9.9087616702619385e-01  0.0000000000000000e+00
 9.7647219729395129e-01  4.5661667618007984e-01 -1.6743678843918974e-02  9.6708757265712819e-01  9.9038925566664360e-01  0.0000000000000000e+00
 9.7543167842547918e-01  4.5955175371118234e-01 -2.5367371876825549e-02  9.6562566767434665e-01  9.8994700401061309e-01  0.0000000000000000e+00
 9.7450362141439295e-01  4.6186368383491921e-01 -3.4656697957209187e-02  9.6432382245857917e-01  9.8955386236426846e-01  0.0000000000000000e+00
 9.7369771167950092e-01  4.6353675870291539e-01 -4.4609554276749314e-02  9.6319472115510307e-01  9.8921329443582517e-01  0.0000000000000000e+00
 9.7302234949395661e-01  4.6445206550237600e-01 -5.5224274869251695e-02  9.6225094995083105e-01  9.8892995669757511e-01  0.0000000000000000e+00
 9.7248578628947269e-01  4.6458570322793219e-01 -6.6519688227946558e-02  9.6150221039969741e-01  9.8870566948676653e-01  0.0000000000000000e+00
 9.7209765278902871e-01  4.6382988355558380e-01 -7.8518346579345630e-02  9.6096342419250602e-01  9.8854618302536024e-01  0.0000000000000000e+00
 9.7187372769857183e-01  4.6208262048223842e-01 -9.1255509751029390e-02  9.6065433507677744e-01  9.8845591530870780e-01  0.0000000000000000e+00
 9.7183293962166672e-01  4.5923558472219661e-01 -1.0477758562164008e-01  9.6060146731732576e-01  9.8844300100723770e-01  0.0000000000000000e+00
 9.7200208750661066e-01  4.5505462000817087e-01 -1.1911067365357768e-01  9.6084253068761072e-01  9.8851899912311259e-01  0.0000000000000000e+00
 9.7242180487253205e-01  4.4935727955289217e-01 -1.3429005187115023e-01  9.6143098054384912e-01  9.8869747235858885e-01  0.0000000000000000e+00
 9.7314003117735748e-01  4.4178178739608531e-01 -1.5028709673288451e-01  9.6243589451492473e-01  9.8900041482264167e-01  0.0000000000000000e+00
 9.7422360270875974e-01  4.3203641964781797e-01 -1.6705795223174452e-01  9.6394620300351985e-01  9.8945067674744891e-01  0.0000000000000000e+00
 9.7574823211844486e-01  4.1960708135371388e-01 -1.8441385827253545e-01  9.6607067524991963e-01  9.9008191196256212e-01  0.0000000000000000e+00
 9.7781162851883319e-01  4.0408697015066125e-01 -2.0209392363084958e-01  9.6894048410601885e-01  9.9092755275752664e-01  0.0000000000000000e+00
 9.8051149332985243e-01  3.8492121922242145e-01 -2.1959171807819605e-01  9.7269460161396260e-01  9.9202774085865819e-01  0.0000000000000000e+00
 9.8394664144266031e-01  3.6171682733549254e-01 -2.3622138975928156e-01  9.7746921407323384e-01  9.9341689163151270e-01  0.0000000000000000e+00
 9.8819172314064907e-01  3.3418503431970126e-01 -2.5100158123235383e-01  9.8337054157878601e-01  9.9512120831518369e-01  0.0000000000000000e+00
 9.9326147003639886e-01  3.0243310679874047e-01 -2.6275296075079740e-01  9.9042464162626764e-01  9.9714392584862155e-01  0.0000000000000000e+00
 9.9908401216457787e-01  2.6702832722540454e-01 -2.7018258905173215e-01  9.9854034539501080e-01  9.9945583478171274e-01  0.0000000000000000e+00
 1.0054762032024773e+00  2.2915133125549039e-01 -2.7215235114500580e-01  1.0074735111111466e+00  1.0019864298153531e+00  0.0000000000000000e+00
 1.0121482139074243e+00  1.9050344103009753e-01 -2.6794116886353220e-01  1.0168309894815488e+00  1.0046265709999593e+00  0.0000000000000000e+00
 1.0187559945746443e+00  1.5309375179042919e-01 -2.5756438073135723e-01  1.0261325404065893e+00  1.0072407385784514e+00  0.0000000000000000e+00
 1.0249546540758816e+00  1.1879376519014878e-01 -2.4179664668941281e-01  1.0348934020116374e+00  1.0096967684338356e+00  0.0000000000000000e+00
 1.0304731113650671e+00  8.8972172773317759e-02 -2.2200662010833483e-01  1.0427280363469300e+00  1.0118925228098665e+00  0.0000000000000000e+00
 1.0351675844036652e+00  6.4300341038517075e-02 -1.9983600869926940e-01  1.0494200019219349e+00  1.0137682223951017e+00  0.0000000000000000e+00
 1.0390102964685046e+00  4.4785758018586683e-02 -1.7686959157762389e-01  1.0549153126589990e+00  1.0153078523326999e+00  0.0000000000000000e+00
 1.0420592412279799e+00  2.9946221951170037e-02 -1.5437282872444366e-01  1.0592849276472862e+00  1.0165304291136148e+00  0.0000000000000000e+00
 1.0444191315809908e+00  1.9048253567312632e-02 -1.3321609056061762e-01  1.0626709745597962e+00  1.0174755923430632e+00  0.0000000000000000e+00
 1.0462104581344596e+00  1.1295091413076153e-02 -1.1388925458338182e-01  1.0652421796822720e+00  1.0181911023731773e+00  0.0000000000000000e+00
 1.0475501301553858e+00  5.9491207952295944e-03 -9.6588374322658141e-02  1.0671646721483750e+00  1.0187242036713602e+00  0.0000000000000000e+00
 1.0484888474743048e+00  2.3871555910976506e-03 -8.1267141019623193e-02  1.0685333831636274e+00  1.0191175478285801e+00  0.0000000000000000e+00
 1.0491802447037186e+00 -9.3978313979886741e-06 -6.7348129697120201e-02  1.0695489003413081e+00  1.0194138764434530e+00  0.0000000000000000e+00
 1.0498363323195810e+00 -1.5836541298374623e-03 -5.3427447229281062e-02  1.0704696586962363e+00  1.0196538505493202e+00  0.0000000000000000e+00
 1.0503780505635061e+00 -2.3542995360600898e-03 -3.8057324118696931e-02  1.0712328022109210e+00  1.0198545196524500e+00  0.0000000000000000e+00
 1.0507612109595659e+00 -2.0368623707719751e-03 -2.0463006094230796e-02  1.0717786658524739e+00  1.0200021229121266e+00  0.0000000000000000e+00
 1.0509194152824854e+00 -5.3402666814846268e-05 -3.3530490530894833e-04  1.0720037341970667e+00  1.0200627361222687e+00  0.0000000000000000e+00
 1.0507422920891281e+00  4.3317157362491900e-03  2.2350931435117322e-02  1.0717455143643160e+00  1.0199889377569726e+00  0.0000000000000000e+00
 1.0500844769101312e+00  1.1982687885296640e-02  4.7334439059262018e-02  1.0707947811034282e+00  1.0197225124727463e+00  0.0000000000000000e+00
 1.0487840103002999e+00  2.3797611497362949e-02  7.3966565357611203e-02  1.0689214984261544e+00  1.0192007962822476e+00  0.0000000000000000e+00
 1.0466856617276250e+00  4.0548510020294956e-02  1.0118239566293409e-01  1.0659089693547468e+00  1.0183658841713688e+00  0.0000000000000000e+00
 1.0436779986227560e+00  6.2637548436157695e-02  1.2749714443334562e-01  1.0616090527636286e+00  1.0171806382471746e+00  0.0000000000000000e+00
 1.0397411842995701e+00  8.9888482588517102e-02  1.5122975476267078e-01  1.0560045889341805e+00  1.0156417817050947e+00  0.0000000000000000e+00
 1.0349768790286866e+00  1.2140920280555552e-01  1.7076196922626258e-01  1.0492509485996966e+00  1.0137916796599420e+00  0.0000000000000000e+00
 1.0296103662036986e+00  1.5573174240050200e-01  1.8495610764088669e-01  1.0416686556546779e+00  1.0117115074272609e+00  0.0000000000000000e+00
 1.0239442237022740e+00  1.9104007962923547e-01  1.9329726835091551e-01  1.0336821226789283e+00  1.0095101849800425e+00  0.0000000000000000e+00
 1.0182867321607385e+00  2.2561031366993334e-01  1.9600989458112691e-01  1.0257209639091640e+00  1.0073007253395621e+00  0.0000000000000000e+00
 1.0128869935081459e+00  2.5801366670910858e-01  1.9379062058198107e-01  1.0181353955647614e+00  1.0051816264699360e+00  0.0000000000000000e+00
 1.0079181806468147e+00  2.8740673128180694e-01  1.8769287419574959e-01  1.0111652923398724e+00  1.0032216024627854e+00  0.0000000000000000e+00
 1.0034770033661482e+00  3.1331828330241918e-01  1.7874344960131380e-01  1.0049408511968791e+00  1.0014587756628410e+00  0.0000000000000000e+00
 9.9958837450212712e-01  3.3575889155742267e-01  1.6792143369018833e-01  9.9949627211074321e-01  9.9990785968131168e-01  0.0000000000000000e+00
 9.9623715791955592e-01  3.5486583402677563e-01  1.5596069111358876e-01  9.9480786013176037e-01  9.9856530367650598e-01  0.0000000000000000e+00
 9.9338327950569649e-01  3.7099647307339900e-01  1.4345532183232521e-01  9.9081948226282157e-01  9.9741912583413883e-01  0.0000000000000000e+00
 9.9097693419890320e-01  3.8446015756302299e-01  1.3078722364548373e-01  9.8745911523380780e-01  9.9645015050936681e-01  0.0000000000000000e+00
 9.8896709600709420e-01  3.9563693618061813e-01  1.1823579219394605e-01  9.8465573625468017e-01  9.9564054277455671e-01  0.0000000000000000e+00
 9.8730811445421263e-01  4.0481433925265664e-01  1.0596029422123096e-01  9.8234382968507772e-01  9.9497189915036910e-01  0.0000000000000000e+00
 9.8595827630636534e-01  4.1227374163942332e-01  9.4062940313126828e-02  9.8046638340665859e-01  9.9442989319965902e-01  0.0000000000000000e+00
 9.8488544744100315e-01  4.1823295998742333e-01  8.2595752562771102e-02  9.7897611775997784e-01  9.9399998274278578e-01  0.0000000000000000e+00
 9.8406243003162086e-01  4.2287558889610666e-01  7.1585501948530764e-02  9.7783637278012414e-01  9.9367310745589954e-01  0.0000000000000000e+00
 9.8346982560640739e-01  4.2634008373651416e-01  6.1043666475339653e-02  9.7701891599521928e-01  9.9344066341109127e-01  0.0000000000000000e+00
 9.8308936754621634e-01  4.2873837187889430e-01  5.0977847497674866e-02  9.7650007497825464e-01  9.9329736157719994e-01  0.0000000000000000e+00
 9.8290894758642211e-01  4.3018558906650101e-01  4.1399920719435025e-02  9.7626139134341527e-01  9.9323685448247256e-01  0.0000000000000000e+00
 9.8291800168969767e-01  4.3074034567233743e-01  3.2321310226611027e-02  9.7628890998161533e-01  9.9325570220843828e-01  0.0000000000000000e+00
 9.8310403371185728e-01  4.3046952598990823e-01  2.3762033200030262e-02  9.7656566282031187e-01  9.9334925840263444e-01  0.0000000000000000e+00
 9.8345465737498905e-01  4.2943363440555155e-01  1.5746902493887816e-02  9.7707522805643654e-01  9.9351324509908756e-01  0.0000000000000000e+00
 9.8395642193240829e-01  4.2772784687301574e-01  8.3041671798061538e-03  9.7779800660476868e-01  9.9374117065515488e-01  0.0000000000000000e+00
 9.8459209775988221e-01  4.2541196877390097e-01  1.4584626355589739e-03  9.7871116947341619e-01  9.9402704094432015e-01  0.0000000000000000e+00
 9.8534070808881313e-01  4.2256453649408554e-01 -4.7706205595227464e-03  9.7978659563401593e-01  9.9436325688241389e-01  0.0000000000000000e+00
 9.8618169404106892e-01  4.1927733025435776e-01 -1.0373823868624696e-02  9.8099583431400783e-01  9.9474147638473109e-01  0.0000000000000000e+00
 9.8709004932595268e-01  4.1565715821673915e-01 -1.5355927769117379e-02  9.8230525114053813e-01  9.9515262240898728e-01  0.0000000000000000e+00
 9.8804402568070249e-01  4.1176898346844204e-01 -1.9735543871435200e-02  9.8368528783939524e-01  9.9558851860036890e-01  0.0000000000000000e+00
 9.8902021460765455e-01  4.0767611557994460e-01 -2.3545051825509439e-02  9.8510561529304053e-01  9.9604194205861929e-01  0.0000000000000000e+00
 9.9000122990737727e-01  4.0344413119188222e-01 -2.6829514493456854e-02  9.8654261235782081e-01  9.9650645125978288e-01  0.0000000000000000e+00
 9.9097018293788863e-01  3.9913311024372972e-01 -2.9643236578928575e-02  9.8797504095176414e-01  9.9697756598766207e-01  0.0000000000000000e+00
 9.9191770895840037e-01  3.9476269739347802e-01 -3.2043049302646683e-02  9.8939036736620312e-01  9.9745206525766039e-01  0.0000000000000000e+00
 9.9283416878477260e-01  3.9033441825552218e-01 -3.4084851109453772e-02  9.9077842996317866e-01  9.9792942377868621e-01  0.0000000000000000e+00
 9.9371696814917621e-01  3.8584728694770903e-01 -3.5821150443653159e-02  9.9213683478668713e-01  9.9840987583674656e-01  0.0000000000000000e+00
 9.9456294284818381e-01  3.8128514999745278e-01 -3.7297081683131422e-02  9.9346509803770444e-01  9.9889615351308458e-01  0.0000000000000000e+00
 9.9537423927251412e-01  3.7660764782331391e-01 -3.8547624971637218e-02  9.9476805024385806e-01  9.9939099385463415e-01  0.0000000000000000e+00
 9.9615094068399090e-01  3.7176019892395679e-01 -3.9597667986027381e-02  9.9605080453500461e-01  9.9989947693176173e-01  0.0000000000000000e+00
 9.9689559070462075e-01  3.6669344203758147e-01 -4.0464476099945863e-02  9.9732012655553526e-01  1.0004258578881011e+00  0.0000000000000000e+00
 9.9760761271096665e-01  3.6134340942354237e-01 -4.1156703078638293e-02  9.9858227911320296e-01  1.0009770037736458e+00  0.0000000000000000e+00
 9.9828862547116126e-01  3.5564050996662289e-01 -4.1676780375845629e-02  9.9984391865224309e-01  1.0015579594331729e+00  0.0000000000000000e+00
