#               DENSITY,             MOMENTUM-X,             MOMENTUM-Y,                 ENERGY
 1.0154709155494293e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5405134176620923e+00
 1.0078540967151577e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5188670289040078e+00
 1.0092255282916589e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5222442676313164e+00
 1.0105248660362689e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5253986123197021e+00
 1.0117745887861525e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5283224446180417e+00
 1.0130129539297048e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5310025586060849e+00
 1.0144768474759245e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5340348185438319e+00
 1.0150796560787125e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5355647168129125e+00
 1.0067116217754080e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5162125131241111e+00
 1.0058536599866821e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5140867140539966e+00
 1.0050274436186861e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5120378143737891e+00
 1.0042338722963784e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5100686005148289e+00
 1.0034742338570397e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5081825498084878e+00
 1.0027483387076233e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5063794241712678e+00
 1.0020560000034251e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5046589224284941e+00
 1.0013960631102232e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5030183571477949e+00
 1.0007675485950578e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5014554540517091e+00
 1.0001695923770086e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.4999682508355838e+00
 9.9960300300704552e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4985589449846577e+00
 9.9907013064221128e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4972336864660205e+00
 9.9857769117686224e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4960094368792318e+00
 9.9813508818433061e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4949099513002024e+00
 9.9775832136619436e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4939751915536004e+00
 9.9746665370162713e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4932533033751731e+00
 9.9728637746978233e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4928097520354555e+00
 9.9724644312655764e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4927167111756989e+00
 9.9738043111541141e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4930576837675140e+00
 9.9772063363245689e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4939130413072164e+00
 9.9830061867520148e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4953661161487246e+00
 9.9914901764515041e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4974880538090880e+00
 1.0002915633174996e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5003426774458570e+00
 1.0017491101899678e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5039816767966658e+00
 1.0035383526754871e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5084462862494732e+00
 1.0056701799952046e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5137633184417147e+00
 1.0081559962350886e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5199603613300070e+00
 1.0110014414257540e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5270506160815955e+00
 1.0142118745209550e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5350461533286959e+00
 1.0177925898712397e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5439583504043113e+00
 1.0217452304773833e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5537889077801479e+00
 1.0260676010171794e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5645284495898744e+00
 1.0307528581983882e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5761524370721216e+00
 1.0357835782611007e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5886037606061625e+00
 1.0411225877635715e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6017702982812008e+00
 1.0466975109011190e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6154606856825255e+00
 1.0523746296967824e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6293758195948684e+00
 1.0579429746714464e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6430660620602189e+00
 1.0631335964615174e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6558914366559709e+00
 1.0676094264582077e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6669865791768492e+00
 1.0709548732200573e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6752853638413665e+00
 1.0727129110650697e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6796319030528366e+00
 1.0724796565828436e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6790138601241873e+00
 1.0700024380414155e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6728026058305567e+00
 1.0652635724513213e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6609636155161462e+00
 1.0585418456756963e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6442188602653216e+00
 1.0503373457268710e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.6238566868368638e+00
 9.8990246159393314e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4742109059707107e+00
 9.9202875562440784e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4795082321943509e+00
 9.9407486809917334e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4846047232631356e+00
 9.9604848683707503e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4895201950916452e+00
 9.9795272802816892e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4942625680633066e+00
 9.9978927859918054e-01  0.0000000000000000e+00  0.0000000000000000e+00  2.4988354647756408e+00
 1.0015559677973569e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5032323548049997e+00
 1.0032494084226173e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5074439633084991e+00
 1.0048657705012589e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5114600852015041e+00
 1.0064010160956696e+00  0.0000000000000000e+00  0.0000000000000000e+00  2.5152695781921017e+00
 2.4703282292062327e-322  2.5197347937903574e-322  2.5691413583744820e-322  2.6185479229586067e-322
 2.6679544875427313e-322  2.7173610521268560e-322  2.7667676167109806e-322  2.8161741812951053e-322
 2.8655807458792300e-322  2.9149873104633546e-322  2.9643938750474793e-322  3.0138004396316039e-322
 3.0632070042157286e-322  3.1126135687998532e-322  3.1620201333839779e-322  3.2114266979681025e-322
 3.2608332625522272e-322  3.3102398271363518e-322  3.3596463917204765e-322  3.4090529563046012e-322
 3.4584595208887258e-322  3.5078660854728505e-322  3.5572726500569751e-322  3.6066792146410998e-322
 3.6560857792252244e-322  3.7054923438093491e-322  3.7548989083934737e-322  3.8043054729775984e-322
 3.8537120375617230e-322  3.9031186021458477e-322  3.9525251667299724e-322  4.0019317313140970e-322
 4.0513382958982217e-322  4.1007448604823463e-322  4.1501514250664710e-322  4.1995579896505956e-322
 4.2489645542347203e-322  4.2983711188188449e-322  4.3477776834029696e-322  4.3971842479870942e-322
 4.4465908125712189e-322  4.4959973771553436e-322  4.5454039417394682e-322  4.5948105063235929e-322
 4.6442170709077175e-322  4.6936236354918422e-322  4.7430302000759668e-322  4.7924367646600915e-322
 4.8418433292442161e-322  4.8912498938283408e-322  4.9406564584124654e-322  4.9900630229965901e-322
 5.0394695875807148e-322  5.0888761521648394e-322  5.1382827167489641e-322  5.1876892813330887e-322
 5.2370958459172134e-322  5.2865024105013380e-322  5.3359089750854627e-322  5.3853155396695873e-322
 5.4347221042537120e-322  5.4841286688378366e-322  5.5335352334219613e-322  5.5829417980060859e-322
 5.6323483625902106e-322  5.6817549271743353e-322  5.7311614917584599e-322  5.7805680563425846e-322
 5.8299746209267092e-322  5.8793811855108339e-322  5.9287877500949585e-322  5.9781943146790832e-322
 6.0276008792632078e-322  6.0770074438473325e-322  6.1264140084314571e-322  6.1758205730155818e-322
 6.2252271375997065e-322  6.2746337021838311e-322  6.3240402667679558e-322  6.3734468313520804e-322
 6.4228533959362051e-322  6.4722599605203297e-322  6.5216665251044544e-322  6.5710730896885790e-322
 6.6204796542727037e-322  6.6698862188568283e-322  6.7192927834409530e-322  6.7686993480250777e-322
 6.8181059126092023e-322  6.8675124771933270e-322  6.9169190417774516e-322  6.9663256063615763e-322
 7.0157321709457009e-322  7.0651387355298256e-322  7.1145453001139502e-322  7.1639518646980749e-322
 7.2133584292821995e-322  7.2627649938663242e-322  7.3121715584504489e-322  7.3615781230345735e-322
 7.4109846876186982e-322  7.4603912522028228e-322  7.5097978167869475e-322  7.5592043813710721e-322
 7.6086109459551968e-322  7.6580175105393214e-322  7.7074240751234461e-322  7.7568306397075707e-322
 7.8062372042916954e-322  7.8556437688758201e-322  7.9050503334599447e-322  7.9544568980440694e-322
 8.0038634626281940e-322  8.0532700272123187e-322  8.1026765917964433e-322  8.1520831563805680e-322
 8.2014897209646926e-322  8.2508962855488173e-322  8.3003028501329419e-322  8.3497094147170666e-322
 8.3991159793011913e-322  8.4485225438853159e-322  8.4979291084694406e-322  8.5473356730535652e-322
 8.5967422376376899e-322  8.6461488022218145e-322  1.5335797646912293e-320  5.1382827167489641e-321
 0.0000000000000000e+00  4.9406564584124654e-324  9.8813129168249309e-324  1.4821969375237396e-323
 1.9762625833649862e-323  2.4703282292062327e-323  2.9643938750474793e-323  3.4584595208887258e-323
 3.9525251667299724e-323  4.4465908125712189e-323  4.9406564584124654e-323  5.4347221042537120e-323
 5.9287877500949585e-323  6.4228533959362051e-323  6.9169190417774516e-323  7.4109846876186982e-323
 7.9050503334599447e-323  8.3991159793011913e-323  8.8931816251424378e-323  9.3872472709836843e-323
 9.8813129168249309e-323  1.0375378562666177e-322  1.0869444208507424e-322  1.1363509854348671e-322
 1.1857575500189917e-322  1.2351641146031164e-322  1.2845706791872410e-322  1.3339772437713657e-322
 1.3833838083554903e-322  1.4327903729396150e-322  1.4821969375237396e-322  1.5316035021078643e-322
 1.5810100666919889e-322  1.6304166312761136e-322  1.6798231958602383e-322  1.7292297604443629e-322
 1.7786363250284876e-322  1.8280428896126122e-322  1.8774494541967369e-322  1.9268560187808615e-322
 1.9762625833649862e-322  2.0256691479491108e-322  2.0750757125332355e-322  2.1244822771173601e-322
 2.1738888417014848e-322  2.2232954062856094e-322  2.2727019708697341e-322  2.3221085354538588e-322
 2.3715151000379834e-322  2.4209216646221081e-322  2.4703282292062327e-322  2.5197347937903574e-322
 2.5691413583744820e-322  2.6185479229586067e-322  2.6679544875427313e-322  2.7173610521268560e-322
 2.7667676167109806e-322  2.8161741812951053e-322  2.8655807458792300e-322  2.9149873104633546e-322
 2.9643938750474793e-322  3.0138004396316039e-322  3.0632070042157286e-322  3.1126135687998532e-322
 3.1620201333839779e-322  3.2114266979681025e-322  3.2608332625522272e-322  3.3102398271363518e-322
 3.3596463917204765e-322  3.4090529563046012e-322  3.4584595208887258e-322  3.5078660854728505e-322
 3.5572726500569751e-322  3.6066792146410998e-322  3.6560857792252244e-322  3.7054923438093491e-322
 3.7548989083934737e-322  3.8043054729775984e-322  3.8537120375617230e-322  3.9031186021458477e-322
 3.9525251667299724e-322  4.0019317313140970e-322  4.0513382958982217e-322  4.1007448604823463e-322
 4.1501514250664710e-322  4.1995579896505956e-322  4.2489645542347203e-322  4.2983711188188449e-322
 4.3477776834029696e-322  4.3971842479870942e-322  4.4465908125712189e-322  4.4959973771553436e-322
 4.5454039417394682e-322  4.5948105063235929e-322  4.6442170709077175e-322  4.6936236354918422e-322
 4.7430302000759668e-322  4.7924367646600915e-322  4.8418433292442161e-322  4.8912498938283408e-322
 4.9406564584124654e-322  4.9900630229965901e-322  5.0394695875807148e-322  5.0888761521648394e-322
 5.1382827167489641e-322  5.1876892813330887e-322  5.2370958459172134e-322  5.2865024105013380e-322
 5.3359089750854627e-322  5.3853155396695873e-322  5.4347221042537120e-322  5.4841286688378366e-322
 5.5335352334219613e-322  5.5829417980060859e-322  5.6323483625902106e-322  5.6817549271743353e-322
 5.7311614917584599e-322  5.7805680563425846e-322  5.8299746209267092e-322  5.8793811855108339e-322
 5.9287877500949585e-322  5.9781943146790832e-322  6.0276008792632078e-322  6.0770074438473325e-322
